P1_HP,P1_Atk,P1_Def,P1_SpAtk,P1_SpDef,P1_Speed,P2_HP,P2_Atk,P2_Def,P2_SpAtk,P2_SpDef,P2_Speed,Vantagem_Tipo_P1,Vantagem_Tipo_P2,Vitoria_P1
350,269,269,388,269,375,352,315,397,227,364,152,0.5,1.0,0
264,339,306,163,163,218,320,317,427,218,339,174,2.0,1.0,1
364,383,273,196,317,295,434,416,394,229,229,196,2.0,1.0,1
374,339,295,196,218,196,410,240,298,240,298,218,2.0,1.0,1
340,218,240,372,317,289,384,273,273,306,328,262,1.0,0.25,1
346,269,302,372,304,238,284,262,196,185,196,240,1.0,1.0,1
364,368,306,262,284,201,334,383,328,229,262,295,0.5,0.5,0
420,355,368,258,267,212,464,273,240,207,328,152,2.0,1.0,1
294,218,185,229,273,196,326,379,240,240,218,408,1.0,0.5,0
320,262,207,196,207,201,364,262,251,284,372,328,2.0,1.0,1
374,240,251,405,339,328,332,302,218,302,218,342,2.0,1.0,1
424,291,262,355,262,251,384,240,240,196,196,196,1.0,0.0,1
354,350,339,174,262,328,444,328,295,174,295,207,1.0,1.0,0
334,240,262,295,273,196,434,416,394,229,229,196,0.5,1.0,0
324,273,196,218,196,295,324,295,260,240,260,278,2.0,1.0,1
338,207,238,247,196,188,284,240,196,196,196,174,2.0,1.0,1
334,273,207,185,207,229,334,328,262,284,284,339,1.0,1.0,0
314,337,339,315,273,223,324,251,240,394,273,350,1.0,1.0,1
284,170,170,212,223,218,422,287,326,254,293,179,1.0,1.0,0
420,328,375,287,317,317,348,284,328,240,306,302,1.0,1.0,1
384,295,328,317,383,295,374,339,229,295,218,361,1.0,1.0,1
284,229,262,207,240,174,380,372,273,328,273,421,1.0,1.0,0
374,240,251,405,339,328,354,284,350,251,306,218,2.0,0.5,1
364,328,284,284,284,328,324,295,240,295,240,229,2.0,1.0,1
384,394,284,251,295,229,324,240,273,240,273,291,1.0,1.0,1
412,309,247,309,269,258,364,295,273,350,328,262,1.0,1.0,0
294,251,183,196,183,207,324,295,201,295,201,309,2.0,1.0,1
352,315,397,227,364,152,394,317,317,317,317,317,1.0,1.0,1
368,320,221,207,221,311,352,328,267,306,267,210,2.0,0.5,1
294,218,229,273,251,174,324,306,240,225,218,267,1.0,0.5,1
274,210,183,185,207,152,304,273,295,152,174,196,1.0,1.0,0
404,335,273,372,273,388,282,223,203,240,218,251,1.0,2.0,1
364,372,293,240,320,350,362,361,262,383,284,353,0.5,2.0,0
368,320,221,207,221,311,304,227,227,254,232,196,1.0,1.0,1
354,273,240,291,240,240,364,372,273,273,273,240,1.0,1.0,0
304,212,218,234,218,251,444,317,317,229,273,152,1.0,1.0,0
294,240,207,163,207,229,344,240,245,328,289,284,1.0,1.0,0
384,383,284,306,306,383,354,324,247,324,247,331,1.0,1.0,1
340,249,240,353,240,366,454,328,284,295,273,229,1.0,1.0,0
294,207,229,207,229,247,344,262,262,262,262,262,1.0,2.0,0
314,251,207,218,207,218,382,427,306,339,284,309,2.0,1.0,0
324,317,260,251,282,284,384,394,273,273,273,229,1.0,1.0,0
404,335,273,372,273,388,320,317,427,218,339,174,2.0,1.0,1
444,355,251,284,273,280,294,218,207,361,229,317,2.0,2.0,1
304,258,240,218,218,179,504,328,361,251,251,185,1.0,1.0,0
304,152,196,152,196,152,360,273,273,262,262,223,1.0,1.0,0
304,273,185,262,174,196,384,311,273,311,295,240,2.0,2.0,0
324,317,218,427,394,174,450,278,267,326,311,236,1.0,1.0,0
374,361,284,339,284,218,378,240,317,401,309,293,1.0,1.0,1
354,383,273,174,273,295,294,218,152,196,163,240,1.0,1.0,1
264,196,262,262,163,240,280,185,185,251,229,218,1.0,1.0,1
364,284,218,196,218,163,404,504,460,438,306,306,1.0,2.0,0
264,201,368,201,302,174,424,280,269,276,265,240,0.5,4.0,0
368,284,298,295,273,267,294,306,152,251,152,251,2.0,1.0,1
314,251,185,240,174,295,422,225,212,388,397,335,2.0,1.0,1
374,361,284,339,284,218,344,196,218,229,218,163,2.0,1.0,1
364,284,284,284,284,284,414,317,273,295,273,271,1.0,1.0,0
424,379,251,328,251,251,434,361,295,306,273,328,1.0,0.5,1
334,284,416,196,262,262,274,229,185,174,174,185,1.0,1.0,1
404,372,306,196,240,284,294,163,218,163,163,185,0.25,1.0,1
302,229,201,201,190,295,284,251,196,284,196,251,1.0,1.0,1
404,218,284,240,284,218,364,306,284,394,350,350,2.0,1.0,1
350,317,245,295,251,295,328,278,245,218,201,251,1.0,1.0,1
384,306,328,262,284,273,380,344,377,271,273,249,1.0,1.0,0
296,234,196,196,196,218,314,185,218,229,350,295,1.0,1.0,0
338,207,238,247,196,188,290,174,229,196,251,322,0.5,2.0,0
394,251,251,350,394,240,352,361,350,405,328,210,1.0,1.0,0
334,273,262,317,262,317,304,262,218,218,218,196,1.0,1.0,1
354,379,256,317,295,317,284,218,196,218,196,185,1.0,1.0,1
334,383,240,317,240,339,304,460,350,460,350,350,1.0,2.0,0
364,317,289,240,289,273,650,331,225,322,225,203,1.0,1.0,0
394,251,284,350,350,174,354,265,262,196,284,278,1.0,2.0,0
344,306,262,240,240,262,324,218,218,240,262,218,1.0,1.0,1
394,328,317,328,262,174,434,207,152,207,163,152,2.0,1.0,1
274,328,218,218,262,372,384,317,254,207,251,245,1.0,2.0,0
324,207,218,306,284,262,404,328,328,328,328,328,4.0,1.0,1
304,251,344,339,344,298,324,317,284,240,284,174,0.5,2.0,0
384,383,284,306,306,383,344,361,240,361,240,229,2.0,1.0,1
344,273,218,207,218,218,464,416,339,207,284,218,2.0,1.0,0
334,306,196,207,284,273,374,339,328,282,291,280,1.0,1.0,0
264,185,174,328,185,284,394,361,284,317,284,306,1.0,1.0,0
328,405,317,258,289,251,360,293,280,348,295,328,0.5,2.0,0
414,317,273,295,273,271,284,185,185,218,196,306,1.0,1.0,1
324,238,295,282,339,188,324,361,339,251,262,284,4.0,2.0,0
384,355,372,267,262,342,314,361,262,284,262,306,1.0,1.0,1
364,328,328,350,438,240,284,218,306,174,229,251,1.0,0.5,1
404,328,383,350,218,218,274,185,185,185,185,185,1.0,1.0,1
304,372,225,185,350,300,368,375,370,260,238,265,2.0,1.0,1
304,174,229,251,229,152,280,196,223,196,267,168,1.0,2.0,0
360,337,280,458,361,328,360,240,295,405,309,188,1.0,1.0,1
344,317,361,372,218,295,348,344,383,251,262,265,1.0,2.0,0
344,311,251,284,229,324,254,152,141,339,229,306,1.0,1.0,1
464,295,284,295,317,240,368,320,221,207,221,311,2.0,1.0,1
350,269,269,388,269,375,344,152,218,152,218,196,2.0,1.0,1
328,218,236,269,227,267,332,302,218,302,218,342,1.0,1.0,0
364,240,306,240,262,218,394,251,251,350,394,240,1.0,0.5,1
370,342,251,298,251,295,386,267,306,392,306,346,1.0,1.0,0
504,328,361,251,251,185,370,229,306,394,287,298,2.0,1.0,1
324,218,372,306,284,174,340,273,225,291,357,240,1.0,1.0,1
650,331,225,322,225,203,374,372,284,295,273,295,1.0,2.0,0
404,379,273,234,273,284,340,471,317,251,361,350,2.0,1.0,1
300,331,317,309,295,141,504,372,328,372,328,306,0.5,1.0,0
382,427,306,339,284,309,354,298,256,342,256,240,2.0,1.0,1
346,410,190,410,190,441,354,265,262,196,284,278,4.0,1.0,1
404,372,306,196,240,284,280,185,185,251,229,218,0.25,2.0,0
364,405,295,262,317,438,266,207,306,174,174,196,2.0,0.5,1
348,236,284,335,284,322,354,317,240,251,240,361,1.0,1.0,0
284,207,251,328,372,306,284,196,185,229,196,262,1.0,1.0,1
324,295,260,240,260,278,318,284,309,284,300,273,1.0,1.0,0
314,240,394,174,394,119,416,526,328,447,328,394,1.0,1.0,0
324,306,240,225,218,267,304,317,306,317,306,504,0.5,2.0,0
344,251,240,383,306,251,374,372,262,218,240,328,2.0,2.0,0
364,284,284,284,284,284,456,397,317,397,324,326,1.0,1.0,0
274,229,196,218,218,306,348,240,174,152,174,163,1.0,1.0,0
314,196,196,251,207,185,304,311,346,311,346,185,1.0,1.0,0
344,311,251,284,229,324,380,344,377,271,273,249,0.5,2.0,0
344,207,214,240,251,185,394,388,513,183,188,192,1.0,1.0,0
340,249,240,353,240,366,318,161,298,161,298,159,2.0,2.0,1
284,207,185,196,196,306,314,273,218,196,196,284,1.0,1.0,0
314,251,185,240,174,295,346,317,295,350,317,282,1.0,0.5,1
344,284,251,306,251,295,294,229,251,207,207,207,1.0,1.0,1
324,207,284,306,328,174,364,289,280,317,284,295,2.0,0.5,1
704,119,119,185,339,218,314,328,240,383,240,350,0.0,1.0,0
284,207,185,174,196,229,304,185,229,163,163,141,2.0,0.25,1
636,328,375,309,317,295,364,271,271,386,364,240,1.0,2.0,1
352,214,276,291,287,337,374,328,377,236,273,227,1.0,2.0,0
280,185,185,251,229,218,338,207,238,247,196,188,1.0,1.0,0
354,317,256,383,317,291,280,188,192,179,188,234,1.0,1.0,1
344,240,262,300,280,295,360,311,273,271,247,368,0.5,2.0,0
404,328,394,207,306,185,360,262,243,218,243,328,1.0,1.0,1
344,317,361,372,218,295,364,328,548,218,328,218,2.0,0.5,1
304,218,278,317,278,309,264,163,185,207,174,152,1.0,1.0,1
340,295,251,471,405,328,504,328,372,328,372,306,2.0,2.0,0
354,328,317,196,262,350,344,405,317,207,262,295,0.5,1.0,0
314,218,251,493,339,438,376,258,267,348,254,342,1.0,1.0,0
244,130,614,130,614,119,404,328,328,328,328,328,1.0,2.0,0
324,295,201,295,201,309,380,355,284,317,317,240,4.0,1.0,1
314,293,339,359,273,223,424,280,269,276,265,240,1.0,1.0,0
354,273,229,339,295,174,404,295,328,405,361,405,0.5,1.0,0
424,291,262,355,262,251,344,416,614,240,284,218,0.5,1.0,0
304,218,196,174,174,218,314,212,223,196,196,199,2.0,0.5,1
414,372,339,262,317,339,280,174,199,174,199,240,1.0,1.0,1
340,262,311,218,399,201,360,344,273,328,328,262,1.0,1.0,0
324,284,317,262,295,218,334,229,361,328,196,240,1.0,0.5,1
354,260,267,359,328,337,294,152,218,240,372,218,1.0,2.0,1
264,251,328,207,163,196,324,295,240,273,218,383,1.0,1.0,0
334,251,207,273,207,317,294,207,174,229,196,218,1.0,1.0,1
374,276,249,207,229,306,324,174,174,188,232,218,1.0,1.0,1
404,372,328,438,372,306,344,306,350,240,273,317,1.0,1.0,1
368,375,370,260,238,265,334,350,394,240,251,317,1.0,1.0,1
324,416,218,416,218,240,304,218,278,317,278,309,2.0,2.0,1
334,383,328,240,262,262,304,311,346,311,346,185,1.0,0.5,1
404,328,394,207,306,185,388,372,361,284,361,412,0.5,2.0,0
344,339,306,284,306,207,344,405,339,240,339,152,0.25,2.0,0
354,350,339,174,262,328,384,350,284,328,284,317,2.0,0.5,1
404,295,284,471,328,438,354,317,317,317,317,295,1.0,1.0,0
284,196,185,229,196,262,374,405,282,295,339,287,4.0,0.5,1
384,372,328,438,372,328,324,218,262,218,306,251,1.0,1.0,1
334,306,372,295,262,240,344,397,328,298,306,196,1.0,1.0,0
324,295,216,240,216,240,324,218,218,240,262,218,1.0,1.0,1
324,229,306,427,306,284,284,170,170,212,223,218,1.0,2.0,1
354,335,284,262,284,311,304,212,218,234,218,251,1.0,2.0,1
342,229,207,229,229,141,404,218,218,298,320,262,1.0,2.0,0
374,350,276,251,289,232,364,328,262,240,262,317,0.5,0.5,1
394,273,504,394,284,174,324,251,284,482,317,394,2.0,2.0,1
310,221,225,243,232,196,364,372,273,273,273,240,1.0,1.0,0
364,317,361,394,361,251,304,273,185,262,174,196,1.0,0.5,1
314,247,306,218,284,201,394,317,295,383,273,229,4.0,1.0,1
434,397,397,225,225,300,324,238,295,282,339,188,0.5,2.0,0
364,295,273,350,328,262,314,196,196,251,207,185,1.0,1.0,1
374,361,273,229,273,289,324,295,218,317,295,350,1.0,1.0,1
404,218,284,240,284,218,444,311,251,328,273,280,1.0,1.0,0
304,273,295,152,174,196,304,229,218,188,174,203,0.0,1.0,0
354,229,262,229,317,350,354,383,273,174,273,295,2.0,0.5,1
280,199,196,218,251,251,334,346,251,346,251,273,1.0,0.5,0
404,284,284,284,284,284,354,262,262,324,262,313,1.0,2.0,0
398,331,335,344,331,243,414,372,339,262,317,339,2.0,1.0,1
284,168,240,190,218,254,340,218,240,372,317,289,2.0,0.5,1
344,416,262,350,251,339,354,328,317,196,262,350,1.0,1.0,0
424,291,262,355,262,251,294,295,218,229,218,251,2.0,0.25,1
356,214,214,234,245,183,320,317,427,218,339,174,2.0,1.0,0
300,243,196,243,196,218,344,236,236,300,311,306,2.0,0.5,1
294,218,207,361,229,317,354,304,295,229,251,188,2.0,0.5,1
294,174,262,273,262,130,354,262,262,324,262,313,2.0,1.0,1
344,311,251,284,229,324,274,229,196,218,218,306,1.0,2.0,1
404,372,372,438,328,306,324,238,295,282,339,188,1.0,0.5,1
304,295,196,295,196,185,294,218,152,196,163,240,1.0,0.5,1
314,306,284,218,339,320,334,324,247,196,269,320,1.0,2.0,0
370,342,251,298,251,295,398,471,240,251,218,236,2.0,0.5,1
284,218,196,196,196,306,404,438,306,504,460,306,0.5,0.5,0
384,317,295,229,251,262,316,243,251,214,207,192,1.0,2.0,1
264,207,238,174,194,234,398,399,278,245,256,203,1.0,1.0,0
310,221,225,243,232,196,362,335,372,405,361,280,0.5,0.5,0
304,243,240,174,229,183,324,262,218,328,218,251,1.0,1.0,0
314,218,207,405,317,372,328,214,254,238,234,216,1.0,1.0,0
398,357,348,454,388,278,420,328,375,287,317,317,1.0,1.0,0
324,196,218,273,295,317,404,328,372,438,372,306,0.5,1.0,0
354,328,247,284,247,364,344,427,302,416,262,355,1.0,1.0,0
384,328,306,383,295,306,350,256,273,287,328,348,2.0,1.0,1
404,403,350,317,328,243,404,390,306,278,278,390,0.5,4.0,0
364,394,240,196,284,372,324,218,416,218,416,240,0.0,1.0,0
364,372,306,240,262,295,344,339,383,251,273,207,1.0,2.0,0
714,361,658,383,658,394,324,196,240,196,240,185,2.0,0.25,1
364,262,251,284,372,328,334,229,229,207,289,280,1.0,0.5,1
384,328,240,306,240,284,386,403,317,328,328,284,1.0,2.0,0
284,251,185,196,185,273,304,207,207,185,185,218,1.0,1.0,1
384,311,300,273,295,276,352,361,350,405,328,210,2.0,1.0,1
370,229,306,394,287,298,334,306,218,295,207,229,1.0,1.0,1
304,339,282,185,350,276,224,229,163,185,207,317,1.0,1.0,1
274,229,196,218,218,306,364,372,293,240,320,350,0.5,1.0,0
332,302,218,302,218,342,344,328,361,174,251,174,1.0,1.0,0
334,218,185,361,317,317,320,273,291,291,357,196,1.0,2.0,0
354,251,229,251,229,260,424,280,269,276,265,240,1.0,1.0,0
294,152,218,240,372,218,324,284,317,262,295,218,1.0,0.5,0
402,291,309,383,291,348,434,361,295,306,273,328,2.0,0.25,1
324,251,262,295,273,196,334,273,306,322,379,205,0.5,1.0,0
338,383,196,174,174,236,364,370,306,227,256,306,0.5,2.0,0
384,328,240,306,240,284,324,306,229,306,284,350,1.0,0.5,1
354,262,262,324,262,313,304,251,251,306,306,328,1.0,2.0,0
354,328,254,240,254,361,294,216,216,251,251,207,1.0,1.0,1
514,350,383,229,284,207,304,229,218,188,174,203,1.0,1.0,1
324,218,262,284,284,438,284,152,174,196,284,229,2.0,1.0,1
394,317,295,383,273,229,334,438,196,141,284,427,2.0,4.0,0
380,309,289,262,383,326,300,267,214,267,214,214,1.0,2.0,0
322,238,236,306,262,269,424,251,273,383,295,174,1.0,1.0,0
544,306,207,306,207,240,354,416,251,355,251,350,2.0,1.0,1
300,243,196,243,196,218,304,214,203,210,199,240,1.0,2.0,0
264,339,306,163,163,218,344,328,361,174,251,174,2.0,1.0,1
344,245,256,229,229,232,294,174,262,273,262,130,0.5,1.0,0
354,383,614,229,317,174,324,251,240,394,273,350,2.0,1.0,1
350,276,273,287,328,328,294,207,229,207,229,247,2.0,0.5,1
464,273,240,207,328,152,304,212,218,234,218,251,1.0,0.5,1
344,306,262,240,262,196,288,223,256,194,232,218,1.0,2.0,0
354,218,295,361,328,207,304,249,218,207,218,199,1.0,2.0,0
308,234,273,185,218,210,274,152,251,196,251,152,1.0,1.0,1
380,355,273,333,284,423,386,392,306,267,306,346,1.0,1.0,0
384,251,295,251,295,240,404,394,328,247,240,322,1.0,2.0,0
348,284,216,196,216,196,364,207,251,306,350,284,1.0,0.5,1
304,214,203,210,199,240,294,240,207,163,207,229,1.0,1.0,0
348,344,383,251,262,265,324,218,218,240,262,218,0.5,2.0,0
424,361,284,218,306,306,324,361,339,251,262,284,2.0,1.0,1
324,262,218,328,218,251,284,207,196,251,196,251,1.0,2.0,0
354,251,229,251,229,260,384,317,254,207,251,245,1.0,1.0,0
284,196,229,196,262,229,340,218,240,372,317,289,1.0,2.0,0
404,284,284,284,284,284,344,295,262,240,262,218,4.0,0.5,1
324,240,273,240,273,284,324,240,240,240,240,240,2.0,1.0,1
286,247,196,196,174,254,300,185,201,339,240,240,2.0,1.0,1
328,278,245,218,201,251,348,284,216,196,216,196,1.0,1.0,1
324,284,218,196,196,174,334,269,273,212,295,295,1.0,0.5,1
366,333,278,295,273,295,312,247,223,291,232,322,1.0,2.0,0
360,273,273,262,262,223,334,383,240,317,240,339,2.0,0.5,1
304,273,295,152,174,196,346,240,342,375,284,262,0.5,2.0,0
384,273,295,361,306,229,404,328,328,328,328,328,1.0,1.0,0
344,295,251,251,240,251,344,306,262,240,240,262,1.0,1.0,0
284,185,174,372,262,339,354,317,377,236,273,260,1.0,2.0,0
274,185,196,185,229,218,416,284,350,372,284,205,2.0,1.0,0
404,350,306,295,306,240,352,394,306,372,240,364,1.0,1.0,1
334,328,328,262,240,273,404,328,394,207,306,185,2.0,0.5,1
422,225,212,388,397,335,324,218,262,284,284,438,1.0,1.0,0
314,152,185,152,207,273,340,273,225,291,357,240,1.0,1.0,0
394,240,282,328,383,287,404,438,350,317,350,262,1.0,1.0,0
264,339,306,163,163,218,354,324,262,359,262,273,1.0,2.0,0
294,306,152,251,152,251,284,172,207,172,207,188,1.0,2.0,0
404,504,460,438,306,306,404,335,273,372,273,388,2.0,1.0,1
284,207,196,185,185,232,404,218,218,298,320,262,1.0,1.0,0
274,152,251,196,251,152,354,366,251,229,251,350,1.0,1.0,0
374,284,306,339,317,240,364,368,306,262,284,201,1.0,2.0,0
294,207,185,152,174,152,384,295,273,361,328,361,1.0,1.0,0
314,328,240,383,240,350,304,317,504,295,207,262,1.0,1.0,0
426,291,258,311,289,194,416,526,328,447,328,394,1.0,1.0,0
312,207,212,273,324,223,290,262,214,218,240,192,1.0,1.0,0
294,218,152,196,163,240,424,284,306,317,306,251,2.0,1.0,0
284,192,185,227,185,196,350,256,273,287,328,348,2.0,1.0,0
254,152,141,339,229,306,304,225,245,203,223,207,2.0,1.0,0
354,379,256,317,295,317,432,295,262,295,284,174,0.5,1.0,0
342,306,240,306,240,375,404,328,328,328,328,328,0.5,1.0,0
354,284,240,251,306,333,280,199,196,218,251,251,1.0,1.0,1
332,471,273,313,291,273,294,416,394,416,405,174,1.0,1.0,1
292,192,194,243,282,201,314,273,218,196,196,284,1.0,1.0,0
290,172,177,172,177,190,334,269,273,212,295,295,1.0,2.0,0
318,161,298,161,298,159,344,240,245,328,289,284,1.0,1.0,0
364,370,306,227,256,306,302,254,262,205,229,221,1.0,1.0,1
354,328,372,163,251,251,334,284,284,238,247,236,0.5,1.0,0
394,284,339,196,262,328,314,218,196,196,196,273,1.0,1.0,1
294,196,240,196,273,218,404,350,306,295,306,240,1.0,1.0,0
304,251,344,339,344,298,380,309,289,262,383,326,1.0,1.0,0
334,284,416,196,262,262,450,328,245,322,287,258,2.0,0.25,1
318,289,317,229,273,188,544,306,207,306,207,240,2.0,1.0,1
354,306,218,350,284,317,284,207,185,196,196,306,1.0,1.0,1
394,317,295,383,273,229,264,174,174,174,174,174,1.0,0.5,1
294,240,174,284,218,251,374,269,262,269,361,256,2.0,0.0,1
354,284,295,350,306,218,374,240,251,405,339,328,1.0,2.0,0
304,311,346,311,346,185,384,333,269,280,251,262,2.0,1.0,1
404,471,438,295,394,218,280,199,196,218,251,251,1.0,0.5,1
294,174,163,273,207,284,354,284,295,350,306,218,1.0,1.0,0
288,174,192,174,192,179,296,234,196,196,196,218,0.5,2.0,0
364,262,240,416,350,350,364,372,273,273,273,240,1.0,1.0,0
322,350,438,207,216,185,424,284,372,284,306,174,1.0,2.0,0
334,273,207,185,207,229,334,383,328,229,262,295,1.0,1.0,0
354,306,218,350,284,317,434,397,397,225,225,300,1.0,2.0,0
334,273,262,317,262,317,374,273,350,328,273,185,1.0,2.0,0
328,205,218,205,218,229,314,229,273,185,185,163,2.0,2.0,0
354,383,273,174,273,295,326,284,247,240,247,291,1.0,1.0,1
334,247,207,207,207,207,300,262,174,174,174,207,1.0,1.0,1
388,438,361,284,361,434,384,267,328,377,346,324,0.5,1.0,0
254,152,152,163,207,207,394,284,339,196,262,328,1.0,1.0,0
284,172,207,172,207,188,374,350,276,251,289,232,1.0,1.0,0
394,317,350,339,350,295,354,304,295,229,251,188,1.0,1.0,1
354,328,317,196,262,350,356,214,214,234,245,183,1.0,1.0,1
274,295,207,185,185,273,384,361,306,214,258,271,0.5,2.0,0
322,271,218,185,218,185,344,236,236,300,311,306,1.0,2.0,0
304,273,262,185,262,214,394,251,284,350,350,174,2.0,1.0,1
274,262,229,207,229,163,354,300,247,300,247,324,1.0,4.0,0
284,185,229,251,273,141,344,350,284,229,284,339,1.0,2.0,0
346,333,280,223,229,311,280,185,185,251,229,218,1.0,2.0,1
324,306,262,240,372,196,304,295,229,251,251,306,1.0,1.0,1
332,302,218,302,218,342,332,254,258,287,276,218,1.0,1.0,1
304,251,207,218,218,207,294,152,218,240,372,218,0.5,2.0,0
344,311,251,284,229,324,374,240,251,405,339,328,2.0,1.0,1
300,205,196,265,196,278,404,218,218,298,320,262,1.0,1.0,0
332,221,159,221,159,170,304,317,306,317,306,504,1.0,1.0,0
324,273,196,218,196,295,410,240,298,240,298,218,2.0,1.0,1
478,410,344,357,304,322,384,306,328,262,284,273,1.0,1.0,1
304,196,196,262,196,262,354,366,251,229,251,350,2.0,1.0,0
334,361,251,273,317,251,324,284,218,218,218,196,1.0,1.0,1
344,295,262,229,240,284,320,304,278,207,207,214,1.0,1.0,1
424,251,339,229,317,284,284,196,196,262,196,152,1.0,1.0,1
324,229,306,427,306,284,364,240,306,240,262,218,1.0,2.0,0
318,196,251,298,269,216,364,372,293,240,320,350,1.0,1.0,0
448,394,260,284,260,174,304,295,229,251,251,306,1.0,0.5,1
284,192,185,227,185,196,416,526,328,447,328,394,1.0,2.0,0
432,295,262,295,284,174,324,240,328,240,328,240,1.0,2.0,0
344,273,240,339,240,339,334,229,317,251,317,185,2.0,1.0,1
318,161,298,161,298,159,380,355,284,317,317,240,2.0,1.0,0
324,251,284,482,317,394,398,344,331,388,304,282,2.0,2.0,0
444,372,372,372,372,372,374,328,377,236,273,227,0.0,1.0,0
318,289,317,229,273,188,334,295,262,273,262,196,1.0,0.5,1
344,152,218,152,218,196,324,317,218,427,394,174,1.0,1.0,0
284,229,174,174,174,295,284,196,218,174,174,174,2.0,0.5,1
298,289,234,201,212,247,364,372,262,350,262,284,1.0,1.0,0
404,328,383,350,218,218,304,295,229,251,251,306,0.5,2.0,0
324,240,328,240,328,240,364,223,218,306,218,304,4.0,0.5,1
340,229,229,218,218,201,314,196,295,284,339,196,1.0,2.0,0
340,273,225,291,357,240,322,207,218,196,218,166,1.0,0.5,1
360,344,273,328,328,262,310,221,225,243,232,196,2.0,0.5,1
414,339,273,251,328,218,290,172,397,172,397,190,2.0,0.0,1
404,383,328,229,295,185,294,218,203,196,192,245,0.0,1.0,0
370,229,306,394,287,298,324,196,284,240,207,196,2.0,2.0,1
324,262,251,383,339,306,394,405,284,350,284,328,1.0,2.0,0
304,207,207,185,185,218,326,379,240,240,218,408,1.0,1.0,0
414,416,317,229,251,207,344,262,262,262,262,262,2.0,1.0,1
314,273,295,163,163,141,274,207,460,174,207,262,0.5,2.0,0
420,482,361,372,317,311,342,306,240,306,240,375,2.0,0.0,1
334,284,251,185,251,240,350,256,273,287,328,348,1.0,1.0,0
344,438,416,251,328,273,364,405,394,317,306,262,1.0,0.5,1
274,229,185,174,174,185,368,320,221,207,221,311,1.0,1.0,0
334,438,240,361,240,361,384,306,328,262,284,273,1.0,1.0,1
324,273,207,251,218,229,364,460,284,394,284,328,1.0,2.0,0
304,251,218,196,196,251,374,306,284,262,284,394,0.25,2.0,0
284,251,317,240,207,185,422,254,293,287,326,179,0.5,2.0,0
426,291,258,311,289,194,334,240,207,273,229,262,1.0,1.0,1
334,328,328,262,240,273,356,337,265,337,265,346,1.0,1.0,1
364,372,306,240,262,295,404,119,119,141,251,174,1.0,1.0,1
294,240,179,218,179,276,362,339,262,427,284,331,1.0,0.5,0
344,273,284,405,284,405,324,223,478,212,412,174,1.0,1.0,0
356,163,207,256,229,161,270,210,196,155,163,207,1.0,2.0,0
304,258,240,218,218,179,344,229,317,317,350,251,0.5,2.0,0
424,379,251,328,251,251,454,328,284,295,273,229,2.0,1.0,1
544,357,251,207,229,269,334,306,196,207,284,273,1.0,1.0,1
294,240,179,218,179,276,280,185,185,251,229,218,1.0,1.0,1
302,229,201,201,190,295,364,284,284,284,284,284,1.0,1.0,0
334,298,240,229,240,315,312,328,265,243,295,361,0.5,2.0,0
368,361,271,273,249,306,354,383,328,262,284,207,1.0,1.0,0
324,207,218,306,284,262,324,317,218,427,394,174,1.0,1.0,0
384,295,328,317,383,295,274,240,196,295,196,262,1.0,1.0,1
340,471,317,251,361,350,264,185,174,328,185,284,2.0,2.0,1
364,339,251,328,262,262,354,328,350,207,229,251,2.0,1.0,1
424,251,273,383,295,174,384,306,328,284,306,229,1.0,1.0,0
322,247,284,251,284,236,314,229,273,185,185,163,2.0,1.0,1
300,262,174,174,174,207,284,168,240,190,218,254,1.0,1.0,1
364,284,306,350,394,350,318,284,361,218,284,317,1.0,2.0,0
504,328,361,251,251,185,404,218,218,298,320,262,1.0,1.0,1
324,240,218,196,218,273,344,372,196,317,196,317,2.0,1.0,1
414,416,229,174,229,317,504,284,205,306,227,284,2.0,1.0,1
334,273,207,185,207,229,444,262,350,273,372,295,1.0,1.0,0
270,210,196,155,163,207,344,229,229,185,185,163,1.0,1.0,0
314,196,218,251,295,196,320,317,236,262,236,322,1.0,2.0,0
364,328,372,416,438,350,364,364,273,251,273,370,1.0,0.5,1
414,174,339,416,339,229,394,251,284,350,350,174,1.0,1.0,0
374,328,377,236,273,227,324,256,295,278,273,364,1.0,1.0,1
404,328,328,328,328,328,332,280,223,280,223,287,2.0,2.0,1
544,306,207,306,207,240,404,438,416,328,306,306,2.0,1.0,0
324,218,306,284,372,240,364,317,361,394,361,251,0.5,1.0,0
424,251,273,383,295,174,348,427,256,445,265,399,0.0,2.0,0
360,223,240,247,251,159,384,372,273,240,240,207,1.0,1.0,0
324,218,328,317,262,251,416,350,306,447,306,394,1.0,1.0,0
334,317,295,229,229,295,328,205,218,205,218,229,1.0,1.0,1
404,460,322,342,300,328,334,240,240,273,251,361,1.0,1.0,1
274,229,196,207,196,240,398,399,278,245,256,203,1.0,1.0,0
424,251,273,383,295,174,416,350,306,447,306,394,0.5,0.5,0
424,295,284,328,284,174,334,306,372,295,262,240,0.5,2.0,0
364,405,394,317,306,262,344,229,251,317,339,295,1.0,1.0,1
310,388,225,441,282,344,294,328,207,207,207,130,1.0,2.0,0
324,284,317,262,295,218,322,271,218,185,218,185,1.0,2.0,0
344,251,240,383,306,251,294,284,328,185,190,170,0.5,2.0,0
300,185,201,339,240,240,414,416,317,229,251,207,1.0,1.0,0
318,196,251,298,269,216,314,240,394,174,394,119,1.0,1.0,0
404,383,306,240,262,295,416,284,350,372,284,205,0.25,1.0,0
